City,Last Sold For ($),Last Sold Year,Latitude (degrees),Longitude (degrees),Lot Size (sqft),Price ($),Price Sqr Ft,State,Year Built,Zipcode,airconditioning,area (sqft),basement,bathrooms,bedrooms,furnishingstatus,guestroom,hotwaterheating,mainroad,parking,prefarea,price,stories
Oakland,890000.0,2007.0,37.840878,-122.217186,8415.0,1095000.0,$540/sqft,CA,1996.0,94611.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Des Moines,750000.0,2010.0,47.371407,-122.32274,1.65,1499000.0,$769/sqft,WA,1968.0,98198.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Louisville,,,38.25672,-85.447945,171.06,235000.0,$127/sqft,KY,2002.0,40245.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Boston,,,42.32415,-71.07334,1688.0,369000.0,$185/sqft,MA,1900.0,2119.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Miami,180500.0,2002.0,25.68121,-80.45923,5500.0,475000.0,$242/sqft,FL,2002.0,33196.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Houston,,,29.586031,-95.2278,7096.0,200000.0,$103/sqft,TX,1971.0,77089.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Garland,,,32.91346,-96.611984,,350900.0,$185/sqft,TX,,75040.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Houston,,,29.618126,-95.22367,7562.0,175000.0,$93/sqft,TX,1970.0,77089.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Hialeah,282000.0,2013.0,25.895412,-80.30835,10392.0,459900.0,$228/sqft,FL,1962.0,33014.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Tucson,130000.0,2019.0,32.234623,-110.87177,7987.0,259900.0,$135/sqft,AZ,1953.0,85711.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Oro Valley,295888.0,2008.0,32.41461,-110.99685,7367.0,305000.0,$152/sqft,AZ,1995.0,85737.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Brooklyn Center,140687.0,2019.0,45.06993,-93.31764,9583.0,189901.0,$99/sqft,MN,1958.0,55430.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Austin,,,30.202011,-97.98183,,347500.0,$188/sqft,TX,,78737.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Baltimore,107900.0,2018.0,39.3413,-76.75468,7794.0,279900.0,$146/sqft,MD,1956.0,21244.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Fort Worth,,,32.885,-97.30407,6500.0,235000.0,$119/sqft,TX,1997.0,76137.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
North Miami,390000.0,2010.0,25.892893,-80.154686,10125.0,1097000.0,$587/sqft,FL,1954.0,33181.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Oklahoma City,130815.0,2019.0,35.543903,-97.60762,9000.0,108000.0,$55/sqft,OK,1964.0,73132.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Saint Matthews,,,38.24932,-85.6594,7658.0,319950.0,$167/sqft,KY,1940.0,40207.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Modesto,265000.0,2015.0,37.655758,-120.951706,7840.0,355000.0,$174/sqft,CA,1973.0,95355.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Baltimore,189900.0,2014.0,39.331635,-76.55447,5667.0,207500.0,$105/sqft,MD,1939.0,21206.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Las Vegas,296653.0,2013.0,36.016026,-115.16554,5663.0,388888.0,$196/sqft,NV,2013.0,89123.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Eagle River,,,61.300137,-149.53818,6073.0,275000.0,$148/sqft,AK,1990.0,99577.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Clive,,,41.629906,-93.84597,0.29,475000.0,$248/sqft,IA,2019.0,50325.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Rio Verde,,,33.746876,-111.70282,,413000.0,$212/sqft,AZ,,85263.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Arlington,,,32.65766,-97.16557,8520.0,234900.0,$120/sqft,TX,1983.0,76017.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Spokane,,,47.695045,-117.41423,6450.0,189900.0,$98/sqft,WA,1947.0,99205.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Antioch,,,36.042095,-86.636696,,357990.0,$186/sqft,TN,,37013.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Van Nuys,473000.0,2003.0,34.17493,-118.46309,6753.0,979995.0,$517/sqft,CA,1947.0,91411.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Jacksonville,320000.0,2006.0,30.145332,-81.52277,0.28,309500.0,$163/sqft,FL,1999.0,32258.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Jacksonville,,,30.149817,-81.63859,103237.0,254900.0,$131/sqft,FL,1986.0,32223.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Solon,172000.0,2012.0,41.367077,-81.442726,0.28,229900.0,$123/sqft,OH,1967.0,44139.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Richmond,,,37.44739,-77.25024,,336950.0,$165/sqft,VA,,23231.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Minneapolis,243000.0,2003.0,44.90383,-93.28921,9912.0,499900.0,$165/sqft,MN,1950.0,55419.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Milwaukee,277000.0,2008.0,43.03912,-88.00623,10454.0,369900.0,$125/sqft,WI,1954.0,53213.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
North Chesterfield,,,37.458992,-77.47071,,380950.0,$124/sqft,VA,2017.0,23236.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Fort Worth,,,32.76259,-97.374626,0.31,779000.0,$255/sqft,TX,1960.0,76107.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Tucson,122500.0,1995.0,32.326584,-111.017784,0.8,440000.0,$147/sqft,AZ,1980.0,85741.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Winston Salem,,,36.115284,-80.27828,0.63,425000.0,$144/sqft,NC,1964.0,27104.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Indianapolis,,,39.923103,-86.1206,0.58,199900.0,$66/sqft,IN,1975.0,46240.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Santa Ana,555000.0,2013.0,33.760334,-117.83254,0.39,899000.0,$295/sqft,CA,1947.0,92705.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Seattle,,,47.599705,-122.285774,,2850000.0,$936/sqft,WA,1986.0,98144.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Baltimore,,,39.321014,-76.60974,1652.0,150000.0,$49/sqft,MD,1900.0,21218.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Bakersfield,255000.0,2018.0,35.38275,-118.99559,7405.0,890000.0,$299/sqft,CA,1969.0,93305.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Bakersfield,161000.0,2013.0,35.3244,-118.99281,6534.0,310000.0,$105/sqft,CA,1955.0,93307.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Baton Rouge,,,30.414215,-91.0947,1.0,500000.0,$171/sqft,LA,1987.0,70809.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Oklahoma City,,,35.54171,-97.47962,1.01,385000.0,$129/sqft,OK,2018.0,73111.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Indianapolis,,,39.832348,-86.16793,0.39,295000.0,$101/sqft,IN,1920.0,46208.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Cincinnati,295000.0,2004.0,39.13637,-84.43563,6534.0,449900.0,$145/sqft,OH,1918.0,45208.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Indianapolis,,,39.8604,-86.10264,1.05,335000.0,$108/sqft,IN,1957.0,46220.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Omaha,,,41.361996,-96.06161,6.61,499000.0,$168/sqft,NE,1963.0,68122.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Lubbock,,,33.560345,-101.89186,0.27,185900.0,$63/sqft,TX,1957.0,79413.0,no,3000.0,no,1,2,0,no,no,no,0,no,2135000,1
Los Ranchos,,,35.182262,-106.62469,0.26,385000.0,$164/sqft,NM,2000.0,87114.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Phoenix,534000.0,2011.0,33.492996,-111.96908,0.34,1050000.0,$430/sqft,AZ,1962.0,85018.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Phoenix,195000.0,2017.0,33.500114,-112.216415,6747.0,239999.0,$99/sqft,AZ,1969.0,85033.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Aurora,252300.0,2019.0,39.751427,-104.8122,6970.0,344973.0,$140/sqft,CO,1983.0,80011.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Phoenix,,,33.84763,-112.06627,1.19,460000.0,$189/sqft,AZ,2003.0,85086.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Houston,,,29.749817,-95.58516,8154.0,319990.0,$135/sqft,TX,1980.0,77077.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Memphis,225000.0,2001.0,35.138027,-89.94047,0.34,405000.0,$174/sqft,TN,1950.0,38111.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Houston,,,29.712109,-95.53539,0.31,250000.0,$107/sqft,TX,1967.0,77036.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Tulsa,235000.0,2010.0,36.13536,-95.9734,6621.0,300000.0,$124/sqft,OK,1916.0,74120.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
El Paso,,,31.828743,-106.52514,8651.0,298000.0,$127/sqft,TX,1969.0,79912.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
El Paso,,,31.767271,-106.277695,10337.0,295000.0,$124/sqft,TX,1993.0,79936.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Crowley,,,32.59034,-97.38796,5227.0,271990.0,$118/sqft,TX,2016.0,76036.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Fort Worth,,,32.87049,-97.324844,7010.0,319900.0,$133/sqft,TX,2013.0,76131.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Houston,,,29.723656,-95.595985,7797.0,296000.0,$128/sqft,TX,1997.0,77082.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Brookpark,,,41.389427,-81.81369,7000.0,169900.0,$69/sqft,OH,1961.0,44142.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Crystal,201700.0,2003.0,45.04901,-93.37162,0.27,279000.0,$120/sqft,MN,1955.0,55428.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Milwaukee,,,43.081013,-87.93883,5662.0,50000.0,$21/sqft,WI,1923.0,53206.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Toledo,155000.0,1997.0,41.659824,-83.63528,,172900.0,$69/sqft,OH,1960.0,43606.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Astoria,,,40.782837,-73.91898,,1895000.0,$758/sqft,NY,1965.0,11105.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Houston,,,29.732384,-95.4549,8760.0,695000.0,$295/sqft,TX,1951.0,77027.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Phoenix,293749.0,2017.0,33.5889,-112.05233,8921.0,365000.0,$150/sqft,AZ,1986.0,85020.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Dallas,,,32.812916,-96.724945,4212.0,579990.0,$237/sqft,TX,1998.0,75218.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Portland,,,45.54939,-122.5703,6969.0,429900.0,$185/sqft,OR,1954.0,97220.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Minneapolis,,,44.900215,-93.289635,8160.0,514900.0,$210/sqft,MN,1950.0,55419.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Denver,250000.0,2005.0,39.75001,-104.93085,4720.0,,,CO,1925.0,80207.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Indianapolis,,,39.70923,-85.980194,8.63,399900.0,$163/sqft,IN,1900.0,46239.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Miami Lakes,176000.0,1995.0,25.901104,-80.302574,1.0,532000.0,$221/sqft,FL,1962.0,33014.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Portland,214900.0,2014.0,45.577335,-122.69318,3665.0,349900.0,$149/sqft,OR,1925.0,97217.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Chicago,,,41.98756,-87.69601,3720.0,325000.0,$135/sqft,IL,1928.0,60659.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
New Orleans,,,29.925364,-90.07868,6585.0,579000.0,$249/sqft,LA,,70130.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Miami,265000.0,2002.0,25.552248,-80.47162,0.93,490000.0,$196/sqft,FL,1989.0,33170.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Philadelphia,250000.0,2009.0,40.031776,-75.22,3812.0,395000.0,$158/sqft,PA,1930.0,19128.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Baltimore,178500.0,2013.0,39.32149,-76.51639,7440.0,219900.0,$94/sqft,MD,1954.0,21237.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Houston,,,29.67306,-95.476135,0.26,299000.0,$128/sqft,TX,1960.0,77096.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Cleveland,172000.0,2004.0,41.466625,-81.813866,8745.0,220000.0,$93/sqft,OH,1949.0,44111.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Dallas,,,32.913433,-96.77862,3630.0,789000.0,$333/sqft,TX,1999.0,75230.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Saint Paul,355000.0,2012.0,44.93672,-93.15976,6098.0,470000.0,$192/sqft,MN,1929.0,55105.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Chicago,330000.0,2005.0,41.93483,-87.81555,4389.0,337500.0,$135/sqft,IL,1950.0,60707.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
San Antonio,,,29.518005,-98.78786,8407.0,324900.0,$141/sqft,TX,,78254.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Atlanta,637000.0,2007.0,33.801655,-84.36033,0.35,724000.0,$302/sqft,GA,1948.0,30324.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
New Orleans,,,29.96426,-90.05614,4356.0,749000.0,$320/sqft,LA,1960.0,70117.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Houston,,,29.818644,-95.537964,9121.0,489900.0,$201/sqft,TX,1968.0,77080.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Tulsa,414000.0,2012.0,36.118294,-95.9717,5663.0,479000.0,$193/sqft,OK,1990.0,74105.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Mesa,,,33.403744,-111.69877,8337.0,299900.0,$126/sqft,AZ,1984.0,85206.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Louisville,72000.0,2010.0,38.21507,-85.766884,4792.0,112000.0,$46/sqft,KY,1925.0,40208.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Houston,,,29.969406,-95.58702,7971.0,225000.0,$97/sqft,TX,1998.0,77070.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Riverside,640000.0,2018.0,33.879963,-117.4194,0.49,678000.0,$281/sqft,CA,2001.0,92503.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Garland,,,32.83957,-96.57379,9265.0,219900.0,$90/sqft,TX,1977.0,75043.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Minneapolis,,,44.91028,-93.32557,5461.0,500000.0,$206/sqft,MN,1925.0,55410.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Houston,,,29.575666,-95.1166,6395.0,290000.0,$121/sqft,TX,1991.0,77062.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Houston,,,29.66988,-95.50061,8520.0,305000.0,$132/sqft,TX,1964.0,77096.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Fort Worth,,,32.73603,-97.41192,6250.0,389000.0,$169/sqft,TX,1950.0,76107.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Orlando,,,28.508083,-81.07763,0.26,369900.0,$156/sqft,FL,2019.0,32833.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Rolling Hills,120000.0,2013.0,38.28117,-85.57694,10454.0,230000.0,$98/sqft,KY,1965.0,40242.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
El Paso,,,31.851292,-106.53221,,437950.0,$179/sqft,TX,2019.0,79912.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Hoover,,,33.358734,-86.79767,,454000.0,$183/sqft,AL,2019.0,35244.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Miami,,,25.815294,-80.37434,,549000.0,$220/sqft,FL,2001.0,33178.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Ridgewood,,,40.696236,-73.89262,2300.0,719000.0,$313/sqft,NY,1920.0,11385.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Seven Hills,135000.0,2019.0,41.375034,-81.67282,0.44,239900.0,$97/sqft,OH,1956.0,44131.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Houston,,,29.797888,-95.48309,0.29,215000.0,$90/sqft,TX,1950.0,77055.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Spokane Valley,179000.0,2006.0,47.66182,-117.28789,10847.0,179692.0,$76/sqft,WA,1949.0,99212.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Houston,,,29.768574,-95.558266,0.28,465000.0,$190/sqft,TX,1957.0,77024.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Indianapolis,,,39.887318,-86.11099,0.56,274900.0,$114/sqft,IN,1964.0,46240.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Riverside,630000.0,2006.0,33.885597,-117.45988,0.48,587100.0,$255/sqft,CA,1979.0,92503.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
San Antonio,,,29.47532,-98.76561,0.73,348900.0,$145/sqft,TX,2005.0,78253.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Brooklyn Center,150000.0,2018.0,45.07123,-93.33293,0.35,209900.0,$87/sqft,MN,1957.0,55429.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Cleveland,123000.0,2004.0,41.527676,-81.52201,5460.0,108499.0,$45/sqft,OH,1951.0,44121.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Chicago,,,41.961903,-87.733826,3950.0,374999.0,$150/sqft,IL,1895.0,60630.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Portland,437500.0,2015.0,45.611683,-122.673096,,469900.0,$200/sqft,OR,2006.0,97217.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
New York,,,40.726547,-73.9934,2692.0,5200000.0,"$2,173/sqft",NY,1900.0,10012.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Tucson,,,32.245483,-110.95062,9225.0,320000.0,$132/sqft,AZ,1946.0,85719.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Arlington,,,32.62817,-97.15422,,304990.0,$131/sqft,TX,,76001.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Jacksonville,181500.0,2004.0,30.26422,-81.82877,0.27,244900.0,$100/sqft,FL,2004.0,32221.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Portland,,,45.436375,-122.62486,10454.0,413000.0,$166/sqft,OR,1974.0,97222.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Las Vegas,,,35.9795,-115.183,,392130.0,$170/sqft,NV,,89141.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Indianapolis,,,39.778896,-86.11394,4966.0,43900.0,$19/sqft,IN,1920.0,46201.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Sherman Oaks,,,34.16693,-118.43865,9374.0,1149000.0,$486/sqft,CA,1952.0,91401.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Milwaukee,69900.0,2004.0,43.19157,-87.979034,0.55,188569.0,$79/sqft,WI,,53223.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Fort Worth,,,32.916977,-97.283676,7405.0,325000.0,$140/sqft,TX,2006.0,76244.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Austin,,,30.183407,-97.97687,7840.0,385000.0,$158/sqft,TX,2014.0,78737.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Wichita,,,37.72476,-97.28945,0.31,142500.0,$61/sqft,KS,1965.0,67220.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Portland,277500.0,2016.0,45.533916,-122.50473,9300.0,369000.0,$150/sqft,OR,1923.0,97230.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Tulsa,,,36.14652,-95.86327,0.5,135000.0,$58/sqft,OK,1964.0,74128.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
San Antonio,,,29.6486,-98.3685,,329999.0,$133/sqft,TX,,78261.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
New York,,,40.704815,-74.011986,2907.0,2295000.0,$977/sqft,NY,1909.0,10004.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Lakewood,234000.0,2012.0,39.67723,-105.08238,9278.0,379500.0,$158/sqft,CO,1969.0,80227.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Bakersfield,322500.0,2018.0,35.3031,-119.11195,7405.0,349800.0,$143/sqft,CA,2017.0,93311.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
West Allis,,,43.02081,-88.06105,0.3,274900.0,$116/sqft,WI,1955.0,53214.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Denver,510000.0,2014.0,39.72302,-104.977844,4690.0,765000.0,$329/sqft,CO,1906.0,80218.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Indianapolis,,,39.660656,-86.041275,1.5,295900.0,$120/sqft,IN,1941.0,46237.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Lakewood,,,39.686485,-105.1354,0.27,449900.0,$190/sqft,CO,1966.0,80228.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Phoenix,305000.0,2009.0,33.52025,-112.04923,5563.0,549000.0,$236/sqft,AZ,1967.0,85014.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Parma,,,41.374462,-81.744,10500.0,154900.0,$66/sqft,OH,1960.0,44129.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Bronx,,,40.862175,-73.863335,1999.0,709000.0,$293/sqft,NY,1950.0,10467.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Tucson,260000.0,2019.0,32.28511,-111.23613,3.32,374900.0,$163/sqft,AZ,1973.0,85743.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Bakersfield,327000.0,2018.0,35.291748,-119.0651,0.34,350000.0,$151/sqft,CA,2015.0,93313.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Tulsa,126500.0,2018.0,36.13472,-95.9152,0.32,194900.0,$80/sqft,OK,1959.0,74112.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
San Antonio,,,29.509096,-98.464,0.32,529000.0,$222/sqft,TX,1962.0,78209.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Hollywood Park,,,29.59327,-98.48431,0.74,325000.0,$134/sqft,TX,1951.0,78232.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Mesa,216200.0,2003.0,33.37451,-111.86576,0.35,420000.0,$178/sqft,AZ,1980.0,85202.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Portland,,,45.552452,-122.67044,5000.0,525000.0,$210/sqft,OR,1910.0,97227.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Austin,,,30.141058,-97.778725,9710.0,374900.0,$157/sqft,TX,1999.0,78747.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Shoreview,424900.0,2018.0,45.122837,-93.11779,0.42,400000.0,$174/sqft,MN,1986.0,55126.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Seattle,,,47.761494,-122.32585,10602.0,986000.0,$413/sqft,WA,1965.0,98155.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Plano,,,33.070015,-96.66623,9147.0,389900.0,$159/sqft,TX,2006.0,75074.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Miami,,,25.65971,-80.391365,7500.0,439000.0,$180/sqft,FL,1977.0,33186.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Denver,337382.0,2001.0,39.72238,-104.90097,2766.0,629900.0,$270/sqft,CO,2000.0,80230.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Sherman Oaks,,,34.142452,-118.46142,0.66,1890000.0,$781/sqft,CA,1953.0,91403.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Denver,177000.0,1998.0,39.656292,-104.93545,9370.0,559900.0,$230/sqft,CO,1952.0,80222.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Nashville,370000.0,2014.0,36.140396,-86.837,0.7,775000.0,$329/sqft,TN,1930.0,37209.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Jacksonville,,,30.29128,-81.74861,1.0,325000.0,$141/sqft,FL,1954.0,32210.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Phoenix,435000.0,2015.0,33.5921,-111.9854,9097.0,625000.0,$269/sqft,AZ,1981.0,85028.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Glendale,,,33.563313,-112.18683,0.5,198600.0,$82/sqft,AZ,1978.0,85302.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Albuquerque,,,35.15417,-106.494026,8999.0,540000.0,$225/sqft,NM,1997.0,87111.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
Baltimore,180000.0,2016.0,39.266,-76.67835,6820.0,249900.0,$104/sqft,MD,1952.0,21229.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
New Hope,219900.0,2003.0,45.038765,-93.39916,0.33,274900.0,$111/sqft,MN,1963.0,55428.0,no,2400.0,no,1,3,0,no,no,yes,0,no,2100000,2
